imdb_name_id,name,date_of_birth,amount of movies,gender
nm1421465,Priyamani,1984,12,actress
nm1381996,Radovan Vujovic,1984,3,actor
nm1748550,Stasa Koprivica,1984,1,actress
nm1748361,Liliana Czarska,1925,1,actress
nm1335291,Missy Peregrym,1982,2,actress
nm0368068,Reika Hashimoto,1980,2,actress
nm1759027,Jasper Harris,1996,1,actor
nm1431656,Emraan Hashmi,1979,31,actor
nm1011348,Indrajith Sukumaran,1980,17,actor
nm0135404,Cristiana Capotondi,1980,13,actress
nm1242458,Benjamín Vicuña,1978,8,actor
nm1545471,Jake T. Austin,1994,5,actor
nm0193244,Andy Curtis,,1,actor
nm0218712,Brendan Dempsey,,1,actor
nm1754087,Marianne Fortier,1993,2,actress
nm0692944,Serge Postigo,1968,1,actor
nm0744965,Nick Roth,1985,1,actor
nm1161273,Laura Jordan,1977,1,actress
nm2303057,Raphael Schwartz,,1,actor
nm0130107,R.D. Call,1950,1,actor
nm1970903,Alicia Fusting,1979,1,actress
nm2828435,Natasha Calis,1999,2,actress
nm1754177,Phoebe Kut,1994,1,actress
nm1754200,Hollie Lo,1993,1,actress
nm0231283,John Doman,1945,3,actor
nm1029525,Naohito Fujiki,1972,2,actor
nm0496087,Geno Lechner,1965,2,actress
nm1239759,Tanna Frederick,1979,4,actress
nm0005095,Justin Kirk,1969,5,actor
nm1554735,Charly Hübner,1972,6,actor
nm1219905,Ben Watkins,1971,1,actor
nm0022306,Laz Alonso,1974,4,actor
nm0131246,Felipe Camargo,1960,2,actor
nm2817789,Nathan Mitchell,,1,actor
nm0665290,Tayva Patch,1953,1,actress
nm1754427,Tülin Özen,1979,4,actress
nm1753303,Budak Akalin,,1,actor
nm1705652,Irena Violette,,2,actress
nm2845926,Pablo Riera,,1,actor
nm0012033,Martín Adjemián,1932,1,actor
nm1693233,David Bode,1991,1,actor
nm1754329,Victoria Scherer,,1,actress
nm0015526,Mehmet Ali Akpinar,1929,1,actor
nm1755875,Jordi Almeida,,2,actor
nm0128555,James Cagnard,1943,1,actor
nm1658224,Margery Beddow,1937,1,actress
nm0916591,Guilherme Weber,,1,actor
nm1084853,Allu Arjun,1980,18,actor
nm1758139,Anuradha Mehta,,1,actress
nm0410951,Yûma Ishigaki,,2,actor
nm1013239,Thanos Samaras,1973,3,actor
nm1760207,Alexia Kaltsiki,,2,actress
nm0750145,Lee Rumohr,1975,1,actor
nm0042468,Matt Sadowski,1978,1,actor
nm0250185,Marcial Edwards,,1,actor
nm0600090,Mario Montilles,1919,1,actor
nm1050998,Alexandre Brik,,1,actor
nm1488177,Aurélie Saada,,1,actress
nm0673144,Javier Pereira,1981,6,actor
nm0971378,Anna Bielska,,2,actress
nm1760076,Genevieve Essesse,,1,actress
nm2672065,Shunsaku Shimamura,,1,actor
nm1759277,Natuski Masako,,1,actress
nm0235461,Mélanie Doutey,1978,6,actress
nm0262253,Miroslav Etzler,1964,3,actor
nm0863613,Ingrid Timková,1967,1,actress
nm2544850,Elias Samir Al-Sobehi,,1,actor
nm2168028,Khalid Alssubeihi,,1,actor
nm0048066,Imre Bajor,1957,2,actor
nm1784398,Kim-Fai Che,,1,actor
nm0265252,Hussein Fahmy,1940,5,actor
nm0492249,Konstantin Lavronenko,1961,6,actor
nm0870166,Nadia Townsend,,1,actress
nm0193046,Bernard Curry,1974,2,actor
nm0681504,Edward Piccin,1971,1,actor
nm0723653,Gwendolyn Rich,1979,1,actress
nm1748529,Zuzana Kanócz,1979,1,actress
nm0890874,Marek Vasut,1960,1,actor
nm1759250,Andrej Lunusjkin,1987,1,actor
nm0511898,André Lidholm,1985,1,actor
nm2008435,Luke Treadaway,1984,7,actor
nm2016685,Harry Treadaway,1984,6,actor
nm1899390,Khan Chittenden,,4,actor
nm0919991,Tom Welling,1977,2,actor
nm1759691,Batchuluun Urjindorj,,1,actor
nm1760015,Buyandulam Daramdadi,,1,actress
nm0005238,Beverley Mitchell,1981,2,actress
nm3790190,Maradona Akkouch,,1,actor
nm1763256,Amon,,1,actor
nm1759785,Yoon Kyesang,1978,5,actor
nm0882287,Varsha Usgaonkar,,1,actress
nm0455077,Michael Houston King,,1,actor
nm0902486,Constantin von Jascheroff,1986,4,actor
nm1566334,Oktay Özdemir,1986,1,actor
nm0758127,Ricard Sales,1981,1,actor
nm0609207,Montse Mostaza,,1,actress
nm0303573,Lucía Galán,1961,1,actress
nm0052914,Angela Baraldi,1964,1,actress
nm1431940,Evangeline Lilly,1979,3,actress
nm0915385,Anat Waxman,1961,1,actress
nm1343374,Eyal Rozales,1964,1,actor
nm1766132,Doug Moore,,1,actor
nm1770492,Stephanie Love,1971,1,actress
nm1744979,Derek Magyar,,1,actor
nm2415024,George Jonson,,1,actor
nm1518595,Michelle Kegley,,1,actress
nm1934234,Austin Brett Fednander,,1,actor
nm0903200,Hamilton von Watts,1972,1,actor
nm0629050,Long Nguyen,1958,1,actor
nm1583983,Ben Affan,1980,1,actor
nm1766836,Ziad Ahmed,,1,actor
nm1767506,Samantha Shields,,1,actress
nm0411658,Giselle Itié,1982,1,actress
nm2813912,Eduardo Paxeco,1982,1,actor
nm1486911,Shahab Hosseini,1974,16,actor
nm1155994,Mara Nicolescu,1973,1,actress
nm0880367,Ana Ularu,1985,8,actress
nm1767363,Choo Seong Ng,,1,actor
nm1770376,Sharifah Amani,1986,3,actress
nm1426800,Pablo Schwarz,1970,1,actor
nm0523486,Mariana Loyola,1975,1,actress
nm0719606,Patrick Renna,1979,2,actor
nm1773325,Romi Koch,,1,actress
nm1058247,Goran Dukic,,1,actor
nm1171534,Aramais Vartan Yousefians,1921,1,actor
nm1017642,Sima Bisvas,,1,actor
nm0023238,Anthony Alvarez,1970,1,actor
nm2657202,Pedro Abreu,,1,actor
nm1773398,Tomomi Miyashita,1982,1,actress
nm2140451,Anna Ferenczy,1933,1,actress
nm1773413,Micaela Nevárez,1972,1,actress
nm0342708,Steven Grives,1951,1,actor
nm0448830,Peter Kent,,1,actor
nm0288510,Julie Fournier,1982,1,actress
nm1332454,Carlos Leal,1969,1,actor
nm1779768,Race Wong,1982,1,actress
nm1779769,Rosanne Wong,1979,1,actress
nm1697112,Adam Green,1975,2,actor
nm1778287,Steven C. DeWitt Jr.,,1,actor
nm1779580,Thandi Puren,,2,actress
nm0173511,Roger Coma,1976,1,actor
nm1216145,Aina Clotet,1982,3,actress
nm1239866,Wakana Sakai,1980,1,actress
nm0396369,Serge Houde,1953,2,actor
nm1778258,Mauro Cordella,,1,actor
nm0629263,Fabrizio Nicastro,,1,actor
nm1377036,Patrick Drolet,,3,actor
nm0105755,Felipe Braun,1970,1,actor
nm0077429,Leyre Berrocal,1973,1,actress
nm1392075,Juri Ueno,1986,9,actress
nm1778466,Yûta Hiraoka,1984,1,actor
nm1846024,Vatsal Sheth,1980,3,actor
nm0014386,Richa Ahuja Badami,1973,1,actress
nm1168734,Ryan A. Allen,1980,1,actor
nm0458893,Matt Klein,,1,actor
nm1784704,Borja Navas,,1,actor
nm1817817,Jennifer Shirley,,1,actress
nm1352881,Blake Woodruff,1995,1,actor
nm0974647,Suzanne Dance,,1,actress
nm0413238,Natalie Mendoza,1978,1,actress
nm0022315,Robert Alonzo,1970,1,actor
nm1193786,Harlan Baird,,1,actor
nm1782949,John Michael Williams,,1,actor
nm0131297,Danielle Camastra,,1,actress
nm4154798,Brenton Thwaites,1989,8,actor
nm0009161,Barry Abrams,1944,1,actor
nm1392965,Nitin Adsul,,1,actor
nm0302356,David Gallagher,1985,1,actor
nm0781913,Noah Segan,1983,7,actor
nm0154226,Justin Chatwin,1982,10,actor
nm1760272,Margarita Levieva,1980,4,actress
nm0879891,Helene Udy,1962,4,actress
nm2008941,Taylor M. Dooley,,1,actress
nm0565366,Jesse McCartney,1987,2,actor
nm1543989,Aml Ameen,1985,3,actor
nm1836882,Red Madrell,1987,2,actress
nm0309693,Mark Gatiss,1966,1,actor
nm0671487,Steve Pemberton,1967,1,actor
nm0664238,Adam Pascal,1970,2,actor
nm0661140,Anton Pardoe,,1,actor
nm0638019,Anthony Dilio,,1,actor
nm0001540,Rachel Miner,1980,8,actress
nm0067955,Karim Belkhadra,,1,actor
nm1789108,Maja Beckmann,1977,1,actress
nm1258792,Laurens Walter,1977,1,actor
nm0004739,Lauralee Bell,1968,2,actress
nm0221222,Sulabha Deshpande,1937,1,actress
nm1688050,Dilip Kulkarni,1947,1,actor
nm0008410,Rodrigo Abed,1970,1,actor
nm0758382,Nora Salinas,1976,1,actress
nm1783327,Nick Garrison,,1,actor
nm1078521,Lowell Deo,,1,actor
nm0874544,Fredrik Hognerud Træland,1986,1,actor
nm1784457,Sverre Haagensen,,1,actor
nm0714941,Evgeniy Redko,,1,actor
nm0843320,Jennifer Syme,1972,1,actress
nm1785035,Elin Ahlberg,1987,1,actress
nm1784421,Jesper Fridh,,1,actor
nm1291022,Lorenzo Balducci,1982,2,actor
nm0892946,Francesco Venditti,1976,2,actor
nm1785405,Pataratida Pacharawirapong,,1,actress
nm1784322,Siwat Chotchaicharin,,1,actor
nm1116000,Serge Price,1991,2,actor
nm1205217,Jim van der Panne,1991,1,actor
nm1789134,Jennifer Clavin,,1,actress
nm1785121,Jessie Clavin,,1,actress
nm0175931,Anne Consigny,1963,4,actress
nm0856651,Thomas Tevana,1974,1,actor
nm0251678,David Eigenberg,1964,2,actor
nm1788788,Jeffrey Chyau,1991,1,actor
nm1784527,Ji-ho Shim,1981,1,actor
nm0243233,Mark Duplass,1976,12,actor
nm1051221,Katie Aselton,1978,4,actress
nm0704451,Zoe Quist,1975,1,actress
nm0514968,Guancheng Liu,,1,actor
nm0378200,Darrin Dewitt Henson,1972,4,actor
nm2553883,Joel James,,1,actor
nm2557528,Tim James,,1,actor
nm1787790,Teresa Cheung,,1,actress
nm1784582,Askhat Kuchencherekov,,1,actor
nm3051714,Tolepbergen Baisakalov,,2,actor
nm0071114,Jean Benguigui,1944,1,actor
nm1784515,Jacky Ido,1977,3,actor
nm0043956,Nevin Aypar,1930,1,actress
nm1790874,Ji-Soo Kim,1972,1,actress
nm2015769,Aziza Nadir,,1,actress
nm1671935,Juliette van Ardenne,1983,2,actress
nm0039813,Vivienne van den Assem,1983,2,actress
nm4023073,Rosa Salazar,1985,2,actress
nm0166778,William Clifton,,1,actor
nm1346767,Lindsey Luscri,,1,actress
nm1794258,René Alvarado,1979,1,actor
nm0078588,David Berón,,1,actor
nm0414417,Glenn Jacobs,1967,3,actor
nm0014584,Mark Aiken,,1,actor
nm0019126,Joseph Alfieri,,1,actor
nm1665909,James Barclay,1974,1,actor
nm1213364,Pierre-François Legendre,1974,2,actor
nm1297015,Emma Stone,1988,12,actress
nm1799038,Vidya Balan,1979,17,actress
nm0085997,Vas Blackwood,1962,4,actor
nm0311563,Robbie Gee,1970,1,actor
nm1397171,Steve Aernouts,,2,actor
nm0054759,Marlies Bark,,1,actress
nm2227118,Fu'ad Aït Aattou,1980,2,actor
nm1750778,Emrah,1971,1,actor
nm0440202,Kazim Kartal,1936,2,actor
nm1519453,Nathan Baesel,1974,1,actor
nm0324462,Angela Goethals,1977,1,actress
nm1752891,Muriel,1974,1,actress
nm0673768,Julio Perillán,1973,2,actor
nm1794927,Roshni Chopra,1984,2,actress
nm0489857,Sarah Lassez,,3,actress
nm0890632,Andi Vasluianu,1974,6,actor
nm1417948,Maria Dinulescu,1981,1,actress
nm1197093,Justin Ament,1976,1,actor
nm1797584,Rafael Raposo,,1,actor
nm1945750,Sandy Adell,,1,actress
nm3292676,David M. Ames,,1,actor
nm0293285,Alfonso Freeman,1959,1,actor
nm1484330,Rick D. Wasserman,,1,actor
nm0496381,Vincent Lecuyer,,1,actor
nm1914664,Marie du Bled,,1,actress
nm2011225,Ahmed Berrhama,,1,actor
nm1518439,Marisa Cruz,1974,1,actress
nm0926757,Manuel Wiborg,1968,1,actor
nm0320672,Jacques Girard,,1,actor
nm1947858,Karim M'Riba,,1,actor
nm1101381,Ash Christian,1985,1,actor
nm1503401,Jonathan Caouette,1972,2,actor
nm1799232,Susan Buice,1978,1,actress
nm1815512,Arin Crumley,1980,1,actor
nm1824572,Vince Mola,,1,actor
nm1796745,Jamil A.C. Mangan,1980,1,actor
nm1071580,Emma Bolger,1996,1,actress
nm2079554,Aruna Shields,,2,actress
nm1114130,Catalina Guirado,1974,1,actress
nm0120878,Mike Moroff,,1,actor
nm1035414,Chris Gann,1972,1,actor
nm1795909,James Hergott,1976,1,actor
nm1838209,Audra J. Morgan,,1,actress
nm0053802,Zezeh Barbosa,1963,2,actress
nm1441481,Mohammad Reza Golzar,1977,15,actor
nm1796075,Brendan Jack,,1,actor
nm1798673,Gavin Williams,,1,actor
nm1791862,John L. Burton,1959,1,actor
nm0393109,Takako Honda,1972,1,actress
nm1123694,Frank Alvarez,,1,actor
nm0004236,Ângelo Antônio,1964,2,actor
nm1055947,Jon Osbeck,,1,actor
nm1985743,Joe Lorenzo,,1,actor
nm1796950,Kazunobu Mineta,,2,actor
nm0027236,Natalie Anderson,1967,1,actress
nm1258003,Shichinosuke Nakamura,1983,2,actor
nm1191900,Ewen Leslie,1980,4,actor
nm1483845,Naomi Wilson,,1,actress
nm1846465,Maria Bergquist,,1,actress
nm1796144,Emil T. Jonsson,1978,1,actor
nm1794263,Margus Alver,,1,actor
nm1817246,Aneliya Garbova,1988,1,actress
nm1091878,Ivan Barnev,1973,5,actor
nm0259708,Kajsa Ernst,1962,2,actress
nm0700149,Jeanette Puhich,,1,actress
nm0923668,Blane Wheatley,1963,1,actor
nm1800013,Monica Himmel,,1,actress
nm0697426,María José Prieto,1977,1,actress
nm1798139,Denis Stefan,,1,actor
nm0146278,Magda Catone,1958,2,actress
nm0153488,Anne Charrier,,2,actress
nm0896706,Ângela Vieira,1952,1,actress
nm0206247,Robert Dawson,,1,actor
nm1056583,Jamie Anne Allman,,4,actress
nm5846858,Marcus Atkins,,1,actor
nm1206952,Rebekah Hoyle,,1,actress
nm0524099,Charlotte Lucas,1976,1,actress
nm1845933,Craig Rooke,,1,actor
nm1073816,Oriol Vila,1978,2,actor
nm0111220,Baiba Broka,1973,2,actress
nm1801827,Undïne Vïksne,1995,1,actress
nm1795151,Payam Dehkordi,,1,actor
nm1954434,Babak Hamidian,,11,actor
nm1125531,Tze-Chung Lam,1976,1,actor
nm0267360,Marcelo Faria,1971,1,actor
nm1382817,Maria Flor,1983,4,actress
nm1798561,Aniket Vishwasrao,,2,actor
nm1723225,Nishikant Kamat,1970,2,actor
nm3131371,Virág Bárány,1986,1,actress
nm0475752,Chiaki Kuriyama,1984,4,actress
nm1224532,Hiroki Narimiya,1982,5,actor
nm2137096,Sasha Drakulic,,1,actor
nm1125137,Aleksandr Anikeyenko,1953,1,actor
nm1801651,Natthaweeranuch Thongmee,1979,2,actress
nm0775455,Carly Schroeder,1990,4,actress
nm0795576,Andrew Shue,1967,1,actor
nm0005519,Wilmer Valderrama,1980,4,actor
nm1234578,Teoman,1967,1,actor
nm1729043,Berna Öztürk,1984,1,actress
nm1833615,Alberto Yoel,,1,actor
nm1814387,Roberto San Martín,1976,1,actor
nm1758556,Ümit Acar,1955,3,actor
nm1047242,Joey Yung,1980,2,actress
nm1549131,Hadis Foladvand,,2,actress
nm1778584,Julius Lavonen,,3,actor
nm0476643,Matleena Kuusniemi,1973,3,actress
nm1817736,Mariana Renata,1983,1,actress
nm0797948,Karlijn Sileghem,1965,2,actress
nm0158632,Margaret Cho,1968,1,actress
nm0270139,Wayne Federman,1959,1,actor
nm1638207,Judson Pearce Morgan,,1,actor
nm0469411,Daamen J. Krall,1951,1,actor
nm0809991,Sonya Smith,1972,1,actress
nm1379938,Travis Fimmel,1979,7,actor
nm1954240,Teresa Palmer,1986,13,actress
nm0287898,Jon Foster,1984,4,actor
nm1027847,Samaire Armstrong,1980,8,actress
nm1814459,Amanda Phillips,,2,actress
nm1814346,Todd Swift,,1,actor
nm9826817,Toby Blome,,1,actor
nm0095878,Emanuel Booz,,1,actor
nm0155203,Daoming Chen,1955,3,actor
nm1217394,Shidô Nakamura,1972,6,actor
nm1822002,Andrés Bagg,,1,actor
nm1856205,Virginia Lustig,,1,actress
nm1012635,Dani Martín,1977,2,actor
nm1832294,Arnfhinn Berteussen,,1,actor
nm1823343,Kenneth Dybvik,1983,1,actor
nm1821791,Asin Thottumkal,1985,16,actress
nm1287605,Mahtab Keramati,1970,8,actress
nm0481363,Reema Lagoo,1958,1,actress
nm1347925,Vincent Bonillo,,1,actor
nm1666359,Iréne Godel,,1,actress
nm0772609,Gabriela Maria Schmeide,1965,3,actress
nm1307343,Franz Dinda,1983,4,actor
nm0014814,José Airosa,1971,1,actor
nm0623075,Gracinda Nave,,1,actress
nm0084969,Hannu-Pekka Björkman,1969,9,actor
nm0474354,Katja Küttner,1971,2,actress
nm0127180,Jule Böwe,1969,2,actress
nm0559326,Jacob Matschenz,1984,5,actor
nm0675919,Milan Peschel,1968,7,actor
nm0125478,Sebastian Butz,1988,1,actor
nm1833808,Ilene Hamann,1984,1,actress
nm0961243,Tetsuko Kuroyanagi,1933,1,actress
nm0293695,Jochen Nickel,1959,1,actor
nm0754184,S.J. Suryah,,5,actor
nm1853502,Meera Chopra,,4,actress
nm1298546,Michael Carbonaro,1982,1,actor
nm1170394,Jonathan Chase,1979,1,actor
nm2057726,Jessica Lowndes,1988,4,actress
nm1935796,Ross Kohn,,2,actor
nm0726223,Richard Riehle,1948,11,actor
nm1378594,Kevin Wheatley,,1,actor
nm0205772,Ken Davitian,1953,2,actor
nm0471137,Gretchen Krich,,1,actress
nm1828901,Sullivan Brown,,1,actor
nm1404408,Alice Eve,1982,12,actress
nm0042524,Steve Austin,1964,8,actor
nm1679203,Waylon Payne,1972,2,actor
nm1480150,Moli Hall,1993,1,actress
nm7046121,Jonas Gustavson,,1,actor
nm0461355,Sascha Knopf,1971,2,actress
nm0539784,Melik Malkasian,,2,actor
nm2164887,Ritah Parrish,,1,actress
nm1832578,Daniel Cartier,,1,actor
nm1779696,Lowe Cunningham,,1,actress
nm1414155,Teresa Willis,,1,actress
nm0212932,Robertson Dean,,1,actor
nm0572965,Pauline McLynn,1962,1,actress
nm1752232,Chloe Sirene,1983,1,actress
nm1816540,Cory Knauf,,5,actor
nm0805587,Jonathan Slavin,,1,actor
nm0521025,Scotch Ellis Loring,1961,1,actor
nm2605345,Gemma Arterton,1986,14,actress
nm0366894,Ted Hartley,1924,1,actor
nm1482999,María Valverde,1987,15,actress
nm2135954,Letizia Ciampa,1986,2,actress
nm1827325,Ben Estus,1991,1,actor
nm1359116,Jo Bourne-Taylor,,1,actress
nm1292779,Kelly Hutchinson,1976,1,actress
nm0874082,Jim True-Frost,1966,1,actor
nm1711829,Steven Strait,1986,5,actor
nm0247691,Robert Easton,1930,1,actor
nm2367759,Donald Williams,,1,actor
nm1004605,Linus,1957,1,actor
nm1655379,Takamasa Suga,1977,3,actor
nm1822705,Yuriko Anjho,,1,actress
nm1822093,Miyako Cojima,,1,actor
nm1375364,Ed Kavalee,,2,actor
nm1592063,Paul W. He,,1,actor
nm0295579,Eddie Frierson,1959,1,actor
nm1202905,Clotilde Hesme,1979,8,actress
nm0280355,Paul Fitzgerald,1970,2,actor
nm0395203,Russell Hornsby,1974,1,actor
nm2337389,Haitham Ahmed Zaki,1984,1,actor
nm1357529,Emma Bing,1983,1,actress
nm0836071,Wes Studi,1947,2,actor
nm1377076,Benjamin Gourley,1978,2,actor
nm1822659,Nat Wolff,1994,11,actor
nm1842974,Alex Wolff,1997,7,actor
nm1830046,Arisa Wills,,1,actress
nm1504683,Supakson Chaimongkol,1982,1,actress
nm1868398,Mahasamut Boonyaruk,,1,actor
nm1862789,Saengthong Gate-Uthong,,1,actress
nm1229940,Katrina Kaif,1984,21,actress
nm0510558,Kay Tong Lim,,2,actor
nm1839967,Qiu Lian Liu,1963,1,actress
nm1568415,Kamal Adib,,1,actor
nm0222144,Rahul Dev,,6,actor
nm0950561,Sonny Yu,,1,actor
nm2018711,Yung-Hsin Chao,1963,1,actress
nm1307404,Ryan Gibson,,1,actor
nm1834000,Lorna Pettifer,,1,actress
nm1773139,Marina Ruy Barbosa,1995,3,actress
nm1035144,Peter Brandão,,1,actor
nm1534226,Elisabeth Helander,1960,1,actress
nm1625648,Jörgen Nohall,1964,1,actor
nm1328575,Yun-shik Baek,1947,8,actor
nm1736386,Chinatsu Wakatsuki,1984,2,actress
nm1829282,Miku Ueno,1985,1,actress
nm0469086,Enn Kraam,1943,1,actor
nm1833787,Kersti Gern,,1,actress
nm1880245,Jing An,,1,actress
nm1828940,Li Feng,,2,actor
nm1840651,Henna Ohranen,,1,actress
nm0540216,Dag Malmberg,1953,3,actor
nm0585122,Kaie Mihkelson,1948,1,actress
nm1273029,Ott Sepp,1982,1,actor
nm1801089,Mirtel Pohla,1982,3,actress
nm1845700,Kais Nashif,1978,3,actor
nm1840076,Madis Ollikainen,,1,actor
nm1840737,Kadi Sink,,1,actress
nm2762408,Fernando Corona,,1,actor
nm1904547,Cirilo Recio Dávila,,1,actor
nm1833841,Maarja Jakobson,1977,2,actress
nm1834018,Anne Reemann,1962,1,actress
nm1847057,Pauline Malefane,1976,1,actress
nm1847487,Andile Tshoni,,1,actor
nm0836343,Jim Sturgess,1978,12,actor
nm2720792,David Busse,,1,actor
nm1799082,Natalie Becker,,1,actress
nm2651052,Carlos Enrique Alarcón,,1,actor
nm2446970,Édgar Alejandre,,1,actor
nm0860572,Patrick Thompson,,1,actor
nm0509523,Jason Liebrecht,1973,1,actor
nm0953138,Nicol Zanzarella,,1,actress
nm0101710,Billy Boyd,1968,3,actor
nm1190833,James Ricardo,1969,1,actor
nm1696876,April Wade,,2,actress
nm2111748,Li Sun,1982,6,actress
nm1008574,Miguel Castro,,1,actor
nm0044474,Richard Azurdia,1974,1,actor
nm1927524,Sidse Mickelborg,1988,4,actress
nm0651086,Carla Ortiz,1978,2,actress
nm0470244,Peter Krause,1965,1,actor
nm0574197,Aaron McPherson,1969,1,actor
nm1855454,Victor Sévaux,1991,1,actor
nm0287310,Marie-Thérèse Fortin,1959,2,actress
nm0315522,Noah Valentyn,,1,actor
nm1476196,Bracha van Doesburgh,1981,4,actress
nm0259144,Eric Ericson,1974,3,actor
nm0753982,Eva Röse,1973,6,actress
nm0650541,Corinne Orr,1936,1,actress
nm0661001,Fausto Paravidino,1976,1,actor
nm0838017,Daniel Patrick Sullivan,,1,actor
nm1232470,Janina Gavankar,1980,2,actress
nm1124453,Nick Garrison,,1,actor
nm0154914,Ken Cheeseman,1954,1,actor
nm1035358,Eduard Farelo,1970,2,actor
nm1745700,Molly Malcolm,1972,1,actress
nm0204583,Essie Davis,1970,4,actress
nm1847572,Kate Winterich,1981,1,actress
nm1846132,Joe Swanberg,1981,9,actor
nm0006437,Justin Rice,,4,actor
nm1148218,Rachel Clift,,1,actress
nm0391820,Emily Holmes,1977,2,actress
nm1331735,Ryan Pinkston,1988,2,actor
nm0544718,Kate Mara,1983,8,actress
nm0381043,Louis Herthum,1956,2,actor
nm0697637,Steven Chester Prince,,2,actor
nm0957663,Robert Zoledziewski,1972,2,actor
nm0218547,Zeki Demirkubuz,1964,2,actor
nm1845379,Nurhayat Kavrak,,1,actress
nm1856178,Stacie Morgain Lewis,,1,actress
nm0787863,Greg Shamie,1970,1,actor
nm1391322,Nathan Rice,,1,actor
nm1834028,Carol Roscoe,,3,actress
nm0036909,Michael Aronin,1944,1,actor
nm1183275,Kaley Dobson,,1,actress
nm1689872,Alison Haislip,1981,1,actress
nm1840656,Evelin Võigemast,1980,2,actress
nm1795399,Andero Ermel,1976,1,actor
nm1162961,Bharti Achrekar,1957,3,actress
nm1969387,Paul Oskar Soe,,1,actor
nm1970787,Juta Altmets,,1,actress
nm0044740,Diclehan Baban,1934,1,actress
nm0067974,Lale Belkis,1938,1,actress
nm1295127,Firat Tanis,1975,8,actor
nm1017795,Emel Çölgeçen,1976,2,actress
nm2857619,Tanya Hennesy,,1,actress
nm1079061,Brian Paulin,,1,actor
nm0927740,Trine Wiggen,1968,1,actress
nm5517248,Mikael Allu,,1,actor
nm5517084,Bjarne Gunnarsson,,1,actor
nm2056803,Asia Begum,,1,actress
nm0259221,Knut Erik Grorud,,1,actor
nm2545226,Andrea Miglio Risi,,1,actor
nm1836937,Ebbie Tam,,2,actress
nm1555231,Aaron Wan,,2,actor
nm0503443,Chete Lera,1949,1,actor
nm4606986,Carol Dennis,,1,actress
nm1831955,Ron Jordan,,1,actor
nm0891485,Yul Vazquez,,3,actor
nm0370753,John Hayden,,1,actor
nm0171162,Michael Coleman,1973,1,actor
nm0507082,David Lewis,1976,3,actor
nm0088797,Sean Blodgett,,1,actor
nm1530336,Tiffany Marie Wilson,1979,1,actress
nm2425105,Chandler Canterbury,1998,3,actor
nm1735620,Erika O'Bar,,1,actress
nm1298439,Carl Buffington,,1,actor
nm0629697,Rachel Nichols,1980,7,actress
nm1938755,Jackson Hurst,1979,4,actor
nm0659225,Vinod Pande,,1,actor
nm4487979,Gauri Shankar,,1,actor
nm0846730,Ling Tai,,1,actress
nm1871722,Cooper Musgrove,1996,1,actor
nm0314253,Peter Gerety,1940,2,actor
nm1207852,Caspar Zafer,,1,actor
nm0637701,Esther Nubiola,1983,1,actress
nm1089247,Kipleigh Brown,,1,actress
nm0956956,Luca Zingaretti,1961,10,actor
nm0330934,Alessia Goria,,1,actress
nm1113003,Steve Rodgers,,1,actor
nm1625525,Felix Klare,1978,2,actor
nm0494161,Renée Le Calm,1918,1,actress
nm1911679,Imad Creidi,1991,1,actor
nm1912438,Antoinette Turk,1993,1,actress
nm0311655,Ina Geerts,1965,2,actress
nm1255014,Mi-suk Kim,,2,actress
nm1694270,Sang-hun Maeng,,1,actor
nm1679797,Shin-yeong Jang,1984,2,actress
nm1327028,Christine Grulois,,1,actress
nm1438146,Pumwaree Yodkamol,1982,2,actress
nm1442545,Alexander Rendell,,1,actor
nm0004786,Brooke Burns,1978,1,actress
nm0084353,Chris Bisson,1975,1,actor
nm1453376,Joe O'Byrne,,1,actor
nm1870609,Paul Birtwistle,,1,actor
nm1968873,Ed Speleers,1988,6,actor
nm0046590,Ian Bagg,,1,actor
nm0048497,Greg Baker,1968,1,actor
nm0018916,Layla Alexander,,1,actress
nm0856041,Marquita Terry,,1,actress
nm0833735,Carsten Strauch,1971,1,actor
nm0263906,Rainer Ewerrien,1960,1,actor
nm0385644,Cheryl Hines,1965,2,actress
nm1840780,Sneha Ullal,1987,2,actress
nm1865821,Michele Fiore-Kaime,,1,actress
