imdb_name_id,name,amount of movies
nm0030129,Erik Greenberg Anjou,1
nm0625458,Jessie Nelson,3
nm0150707,Gregg Champion,1
nm0565656,J. Michael McClary,1
nm0918873,Sam Weisman,6
nm0459350,Richard Kletter,1
nm0001617,Lou Diamond Phillips,1
nm0047798,Mariano Baino,1
nm6692509,Nobuyasu Furukawa,1
nm0239527,Adam Dubov,1
nm0238110,Charla Driver,1
nm0635759,Stephen Norrington,4
nm0178923,Joe Coppoletta,1
nm0871293,John Travers,1
nm0127810,Elisar Cabrera,1
nm0380547,Gerardo Herrero,14
nm0825873,Milan Steindler,2
nm0381460,Gene Hess,1
nm0795803,Mina Shum,4
nm0599515,Eduardo Montes-Bradley,1
nm0443582,Nicholas Kazan,1
nm0424907,David C. Johnson,1
nm0268380,Peter Farrelly,13
nm0268370,Bobby Farrelly,12
nm0943150,Nien-Jen Wu,1
nm0687964,Jeremy Podeswa,3
nm0258424,Anne Goursaud,3
nm0070865,Dev Benegal,3
nm0735742,Azucena Rodríguez,1
nm0955777,Xiaowen Zhou,2
nm0760244,Coke Sams,2
nm0535644,Ana Maria Magalhães,1
nm0127882,Sergio Cabrera,5
nm0043076,Rick Avery,1
nm0301900,Ricardo Jacques Gale,1
nm0362686,Justin Hardy,2
nm0180912,Michael Corrente,6
nm0134867,Kin-Nam Cho,4
nm0003534,Peter Pistor,1
nm0706883,Steve Railsback,1
nm0565292,Peter McCarthy,1
nm0785011,Eva Sereny,1
nm0827868,Tom Stern,1
nm0935664,Alex Winter,3
nm0945026,Boaz Yakin,8
nm0819523,Simon Sprackling,1
nm0556065,Masami Ôbari,2
nm0510731,Doug Liman,10
nm0947140,Chih-yen Yee,4
nm0100365,Laurent Boutonnat,2
nm0745486,Nick Rotundo,2
nm0873266,Rose Troche,3
nm0945614,Kenshô Yamashita,2
nm0240881,Mukesh Duggal,1
nm0636555,Hristian Nochev,1
nm0799479,Ilian Simeonov,2
nm0462921,Thomas Koerfer,1
nm0496992,Chi Lee,1
nm0265797,Mehdi Fakhimzadeh,1
nm0003447,Whitney Ransick,1
nm0871456,Joey Travolta,9
nm0344230,Andreas Gruber,1
nm0109359,Steven Brill,9
nm0496401,Gary Ledbetter,1
nm0684525,Seth Pinsker,1
nm0461278,Klaus Knoesel,2
nm0626954,Holger Neuhäuser,1
nm0602452,Andrew Morahan,2
nm0267487,Åsa Faringer,2
nm0401594,Ulf Hultberg,2
nm0362854,Philippe Harel,5
nm0714002,Antonio del Real,6
nm0508508,Shaohong Li,4
nm0583754,Eric Meza,2
nm0552140,Darnell Martin,4
nm0613996,Wolfgang Murnberger,6
nm0624872,Dan Neira,1
nm0348960,Carlo Gustaff,2
nm0133626,Alex Monty Canawati,2
nm0432497,Tony Juneja,1
nm0301580,Nader Galal,8
nm0153337,Gilles Charmant,1
nm0002835,Adam Bernstein,2
nm0882445,Yesim Ustaoglu,6
nm0013160,Sunil Agnihotri,2
nm0577849,James Melkonian,2
nm0082841,William Bindley,4
nm0019920,Don Allan,1
nm0013612,Santiago Aguilar,3
nm0348617,Luis Guridi,3
nm0557540,Claude Massot,1
nm0040248,Kutlug Ataman,4
nm0782266,Peter Sehr,5
nm0468125,Dani Kouyaté,2
nm0244335,Iqbal Durrani,1
nm0540468,Mark Malone,4
nm0537923,Gilles de Maistre,3
nm0593262,David Mitchell,6
nm0000812,Roger Avary,4
nm0631151,Raimo O. Niemi,4
nm0901404,Nikolay Volev,5
nm0722109,Sergio Rezende,9
nm0717305,John Reid,1
nm0819045,Tony Spiridakis,3
nm0396612,Periklis Hoursoglou,1
nm0334488,Sébastien Grall,1
nm0914300,Fred P. Watkins,1
nm0947860,Denis Evstigneev,3
nm0021249,Roger Allers,3
nm0591450,Rob Minkoff,7
nm0366330,Joe Hart,1
nm0901441,Paul G. Volk,2
nm0770650,Andrew Scheinman,1
nm0133044,Anna Campion,1
nm0693599,Michel Poulette,5
nm0367283,David Hartwell,1
nm0848092,C.M. Talkington,1
nm0003676,C. Courtney Joyner,1
nm0909176,Janne Wallin,1
nm0405336,Nicholas Hytner,8
nm0539781,Sameer Malkan,3
nm0471461,Suri Krishnamma,4
nm0939322,Sherman Wong,1
nm0359683,Marian Handwerker,1
nm0001970,Klaus Maria Brandauer,1
nm0485878,Perry Lang,2
nm0803823,Jacek Skalski,1
nm0917802,John Weidner,2
nm0006805,Scott P. Levy,5
nm0165316,Erik Clausen,1
nm0240987,Martine Dugowson,3
nm0509864,Jimmy Lifton,1
nm0893651,Ales Verbic,1
nm0389591,P.J. Hogan,6
nm0909026,Anthony Waller,3
nm0781842,Peter Segal,11
nm0019341,Daniel Algrant,3
nm0097079,Ole Bornedal,9
nm0934912,Jonathan Winfrey,5
nm0851383,Anna Maria Tatò,1
nm0414312,Alan Jacobs,5
nm0564586,Howard McCain,2
nm0438201,Betty Kaplan,1
nm0592573,Dan Mirvish,4
nm0848414,Lee Tamahori,9
nm0463727,Ana Kokkinos,4
nm0527852,Noémie Lvovsky,4
nm0000952,Hart Bochner,3
nm0402563,Pixote Hunt,1
nm0359321,Yves Hanchar,1
nm0551217,Tonie Marshall,8
nm0067457,Timur Bekmambetov,13
nm0673268,Hope Perello,1
nm0273863,Pascale Ferran,4
nm0237876,Karim Dridi,6
nm0348264,Björn Gunnarsson,2
nm0462664,Susan Kodicek,1
nm0522773,Robert Lovy,1
nm0141291,Michael Carson,1
nm0059698,Giulio Base,3
nm0690532,Ventura Pons,12
nm0572656,Steve McLean,2
nm0541391,Milcho Manchevski,6
nm0000944,Antonia Bird,4
nm0222061,Alfred Deutsch,1
nm0771420,Horst Schier,1
nm0068272,Jeffrey Bell,1
nm0563125,Rintaro Mayuzumi,1
nm0645840,Kazuyoshi Okuyama,1
nm0001774,Ben Stiller,2
nm0700833,Jon Purdy,2
nm0002191,Jacques Audiard,8
nm0413945,Philip Jackson,2
nm0377066,Kim Henkel,1
nm0542752,Farhad Mann,2
nm0330560,Robert Gordon,1
nm0006798,Matthew Harrison,2
nm0296485,David Frost,1
nm0716980,Kelly Reichardt,8
nm0223144,Richard Lloyd Dewey,1
nm0010012,Robert Allan Ackerman,2
nm0864741,Moufida Tlatli,2
nm0130714,Daniel Calparsoro,10
nm1126884,Shomu Mukherjee,1
nm0151511,Tanuja Chandra,5
nm0664756,John Pasquin,4
nm0151140,Veronica Chan,1
nm0893704,Jirí Vercák,1
nm0392837,Edward Holzman,8
nm0335283,Brian Grant,3
nm0534574,David Madden,1
nm0368006,Shmuel Hasfari,2
nm0000965,Danny Boyle,14
nm0170567,Henry Cole,1
nm0566885,Scooter McCrae,2
nm0001104,Frank Darabont,4
nm0306692,Richard Harding Gardner,1
nm0027271,Paul W.S. Anderson,12
nm0158029,Mel Chionglo,2
nm0637189,Joseph Novoa,1
nm0034564,Luis Argueta,1
nm0304787,Armand Garabidian,1
nm0575361,Nancy Meckler,2
nm0249188,Catti Edfeldt,3
nm0446837,Rory Kelly,2
nm0599624,Jorge Montesi,2
nm0596606,Lars Molin,1
nm0490375,David Michael Latt,4
nm0261173,Joe Esposito,1
nm0751102,David O. Russell,9
nm0000957,Jan de Bont,5
nm0141222,David Carson,3
nm0370510,John Hay,4
nm0049809,Sandro Baldoni,1
nm0211823,Steven E. de Souza,1
nm0463315,Kuku Kohli,6
nm0123587,Geoff Burton,1
nm0235852,Kevin Dowling,2
nm0907187,Grant Austin Waldman,1
nm0463729,Antonis Kokkinos,2
nm0004853,Julie Cypher,1
nm0241563,Bogdan Dumitrescu,2
nm0152640,Joe Chappelle,5
nm0570082,Mary McGuckian,8
nm0392319,Marius Holst,5
nm0273208,Álvaro Fernández Armero,8
nm0108358,Salomé Breziner,5
nm0580669,James Merendino,7
nm0107045,Tia Brelis,1
nm0110903,Kevin Brodie,2
nm0901640,Hardi Volmer,4
nm0149216,Chuen-Yee Cha,2
nm0567912,Michael McDonald,1
nm1222874,Tony Dow,1
nm0412517,Shunji Iwai,14
nm0553217,Wrye Martin,1
nm0689874,Barry Poltermann,1
nm0315916,Rituparno Ghosh,18
nm0170841,William Cole,1
nm0631349,Victor Nieuwenhuijs,3
nm0786755,Maartje Seyferth,3
nm0500758,Joaquim Leitão,9
nm0118809,Jan Bucquoy,2
nm0796505,Farogh Siddique,2
nm0731253,John Roberts,3
nm0822177,Jeremy Stanford,1
nm0648937,Ngozi Onwurah,2
nm0003557,Richard J. Lewis,2
nm0161244,Ji-yeong Jeong,4
nm0002138,Gregory Hines,1
nm0450194,Alek Keshishian,3
nm0611037,Eric Mueller,2
nm0844444,János Szász,5
nm0444328,Dorota Kedzierzawska,5
nm0482571,Bosco Lam,2
nm0157714,Andy Wing-Keung Chin,2
nm0422638,Wen Jiang,3
nm0389415,Gray Hofmeyr,8
nm0539495,Naresh Malhotra,4
nm0754952,Basar Sabuncu,4
nm0661799,Cheol-su Park,3
nm0294878,Daniel Fridell,5
nm0670262,Ravindra Peepat,2
nm0644203,Steve Oedekerk,3
nm0522844,Stephen Low,1
nm0852198,Danny Taylor,1
nm0470374,Antoni Krauze,3
nm3096624,Gerard Lee,1
nm0044414,Carlos Azpúrua,1
nm0807687,Chris Smith,2
nm0753382,Michael Rymer,5
nm0589182,Rebecca Miller,5
nm0400071,Manuel Huerga,2
nm0044443,Jom Tob Azulay,1
nm0014426,Óscar Aibar,5
nm0126878,Laurent Bénégui,3
nm0284774,Anne Fontaine,15
nm0505924,Paul Levine,3
nm0003088,Chris Noonan,2
nm0563039,Melanie Mayron,4
nm0272704,Guy Ferland,5
nm0731961,Michael Robertson,1
nm0067999,A. Dean Bell,2
nm0000881,Michael Bay,14
nm0496417,Bruce Leddy,2
nm0070159,Jafar Panahi,4
nm0948145,Wai-Man Yip,15
nm0060076,Kim Bass,3
nm0776271,John Schultz,9
nm0757173,Aleksey Sakharov,1
nm0436284,Scott Kalvert,2
nm0614689,Scott Murphy,1
nm0019247,Tomas Alfredson,6
nm0187750,Mik Cribben,1
nm0805965,Holly Goldberg Sloan,3
nm0490370,Steve Latshaw,4
nm0924103,Richard Wherrett,1
nm0581453,George Merriweather,1
nm0197700,Holly Dale,1
nm0576509,Alan Mehrez,3
nm0848883,Philip Tan,1
nm0695693,Carl Prechezer,1
nm0000808,Paul Auster,3
nm0910905,Harvey Wang,1
nm0464412,Jenõ Koltai,2
nm0869629,Wayne Tourell,1
nm0385138,Paul Hills,4
nm0546153,Mitch Marcus,4
nm0455214,Robert Lee King,3
nm0640157,Raoul O'Connell,1
nm0805935,Brian Sloan,4
nm0533145,David Mackay,5
nm0006841,Udayan Prasad,5
nm0181109,Pappi Corsicato,3
nm0935863,Michael Winterbottom,26
nm0208343,Raymond De Felitta,6
nm0651604,Aaron Osborne,3
nm0818237,Rob Spera,3
nm0301829,Charles Gale,1
nm0806248,Karl Slovin,2
nm0007128,Louis Morneau,5
nm0358960,Christopher Hampton,3
nm0182275,Pedro Costa,1
nm0797869,Brad Silberling,7
nm0667937,Michael Pavone,3
nm0297133,Li Fu,2
nm0342096,Antonello Grimaldi,4
nm0599472,Rafael Montero,4
nm0072996,Gur Bentwich,1
nm0398848,Talun Hsu,1
nm0938645,Wallace Wolodarsky,3
nm0800474,Alberto Simone,1
nm0503215,Robert Lepage,5
nm0764585,Joaquim Sapinho,2
nm0006658,Charles Wilkinson,1
nm0478286,John L'Ecuyer,3
nm0004025,Erik Fleming,3
nm0498108,Robert Lee,5
nm0923505,George Whaley,2
nm0382147,Russ Hexter,1
nm0881306,Michael Toshiyuki Uno,1
nm0808807,John N. Smith,4
nm0056492,Douglas Barr,1
nm0000209,Tim Robbins,2
nm0733227,Michael Robison,1
nm0476071,Robert Kurtzman,5
nm0759410,Hal Salwen,3
nm0630057,Michael A. Nickles,6
nm0944047,Paul Wynne,4
nm0052944,Jack Baran,1
nm0619141,Akinori Nagaoka,1
nm0159147,Aditya Chopra,4
nm0253107,Michael G. Kehoe,2
nm0505230,Jeremy Leven,2
nm0810997,Roberto Sneider,3
nm0508098,Nikolaus Leytner,3
nm0641622,Ronan O'Leary,1
nm0169940,Peter Cohn,1
nm0451393,Sanjay Khanna,3
nm0713615,Karan Razdan,3
nm0814592,Bunty Soorma,2
nm0357584,Bent Hamer,7
nm0335489,Julian Grant,5
nm0557501,Laetitia Masson,4
nm0379775,Måns Herngren,7
nm0391502,Hannes Holm,11
nm0075843,Sabina Berman,1
nm0850402,Isabelle Tardán,1
nm0802617,Andrew Sipes,1
nm0912557,Paul Warner,1
nm0073821,Lars Berg,2
nm0269209,Jørn Faurschou,2
nm0942185,Alex Wright,5
nm0730722,Vincent Robert,1
nm0578757,Christopher Menaul,4
nm0100369,Pierre Boutron,1
nm0752244,Paul Ruven,5
nm0041332,Pascal Aubier,1
nm0143984,Jon Cassar,4
nm0235012,David Douglas,1
nm0003644,Tim Douglas,1
nm0308639,Jackie Garth,2
nm0154716,Stephen Chbosky,3
nm0169505,Joel Cohen,1
nm0812513,Alec Sokolow,1
nm0440988,Daphna Kastner,1
nm0336620,F. Gary Gray,10
nm0624589,Bruce Neibaur,3
nm0894812,Todd Verow,6
nm0581772,William Mesa,2
nm0010205,José Luis Acosta,1
nm0686884,Lucas Platt,1
nm0414481,Jon Jacobs,1
nm0229914,Kevin James Dobson,3
nm0411027,Takashi Ishii,14
nm0510674,Kevin Lima,4
nm0507502,Mark Lewis,1
nm0781341,Jakov Sedlar,3
nm0560135,Paul Matthews,8
nm0353183,Jeremy Haft,3
nm0203390,John-Paul Davidson,2
nm0151060,Otto Chan,1
nm0803084,Cheick Oumar Sissoko,2
nm0440913,Mathieu Kassovitz,4
nm0115500,James Bruce,4
nm0906413,Ka-Fai Wai,17
nm0093081,Icíar Bollaín,9
nm0548957,Ross Kagan Marks,2
nm0000149,Jodie Foster,2
nm0543622,Mark Manos,1
nm0473488,Robert Kubilos,3
nm0205289,Phil Davis,2
nm2011815,Norman Apstein,1
nm0000110,Kenneth Branagh,8
nm0535940,Maria Maggenti,2
nm0003917,Kelley Cauthen,5
nm0311485,Sasa Gedeon,2
nm0585012,Scott Michell,2
nm0703028,Stephen Quay,2
nm0703029,Timothy Quay,2
nm11739451,Weiser Quay,2
nm0855035,Andy Tennant,10
nm0003201,Tim Sullivan,1
nm0997778,T.L.V. Prasad,1
nm0918336,Philipp Weinges,1
nm2259353,Christopher Ashley,2
nm0306677,Monique Gardenberg,4
nm0519434,Robert Longo,1
nm0883741,Juan Carlos Valdivia,3
nm0239586,Danièle Dubroux,2
nm0336726,John Gray,3
nm0108284,Joe Brewster,1
nm0000876,Noah Baumbach,10
nm0164187,Larry Clark,9
nm0864016,Robert Tinnell,5
nm0582481,Tim Metcalfe,1
nm0450182,Mike Kesey,1
nm0201801,Ahmad Reza Darvish,4
nm0542524,Paulus Manker,1
nm0409377,Aleksandr Inshakov,1
nm0344955,Matti Grönberg,3
nm0483575,Esmé Lammers,4
nm0250806,Arthur Egeli,2
nm0864468,Stacy Title,4
nm0614742,Tab Murphy,1
nm0075044,Eleanor Bergstein,1
nm0885249,Jean-Marc Vallée,9
nm0492087,Julianna Lavin,1
nm0376487,John Henderson,8
nm0249892,Paul Thomas,3
nm0466153,Hirokazu Koreeda,14
nm0594158,Frédéric Mitterrand,1
nm0829037,Rick Stevenson,4
nm0181170,Ian Corson,1
nm0787257,Dirk Shafer,2
nm0639618,John O'Brien,1
nm0887690,Frank Van Passel,3
nm0710372,Mort Ransen,1
nm0901269,Marc F. Voizard,3
nm0451799,Eric Khoo,8
nm0605479,Kôji Morimoto,4
nm0645513,Tensai Okamura,3
nm0291205,David Frankel,7
nm0836575,Richard Styles,4
nm0818465,Bryan Spicer,3
nm0464911,Yoshifumi Kondô,1
nm0952667,Jaroslaw Zamojda,3
nm0643043,Vern Oakley,1
nm0845007,José María Sánchez,1
nm0172523,Max Allan Collins,2
nm0386727,Dagmar Hirtz,1
nm0428109,Gary Jones,7
nm0534554,Alan Madden,1
nm0246503,Agustín Díaz Yanes,5
nm0160952,Lyndon Chubbuck,4
nm0157769,Man Kei Chin,6
nm0943212,Ziniu Wu,1
nm0620363,Tetsuya Nakashima,8
nm0789834,Larry Shaw,1
nm0934483,Kurt Wimmer,3
nm0027044,Kurt Anderson,1
nm0112498,Eric Bross,5
nm0322128,Lesli Linka Glatter,1
nm0616305,Ángel Muñiz,5
nm0801040,Jane Simpson,2
nm0559668,Rainer Matsutani,4
nm0794012,Makoto Shinozaki,1
nm0005347,Tim Reid,2
nm0818944,Philip Spink,3
nm0001735,Talia Shire,1
nm0662529,Oliver Parker,10
nm0000739,Debbie Allen,1
nm0326740,Srdan Golubovic,5
nm0825039,Ivan Stefanovic,2
nm0954099,Dejan Zecevic,11
nm0949714,John G. Young,4
nm0902939,Daisy von Scherler Mayer,5
nm0726000,Philip Ridley,2
nm0583238,Kevin Meyer,1
nm0406013,Erich Hörtnagl,2
nm0378240,Robby Henson,5
nm0177324,Troy Cook,1
nm0368981,Kayo Hatta,1
nm0369201,Didier Haudepin,1
nm0325196,Eric Goldberg,3
nm0837657,Danièle J. Suissa,1
nm0375476,Jaime Hellman,1
nm4726754,Delwar Jahan Jhantu,1
nm0581903,Dmitriy Meskhiev,8
nm0927074,Gregory Widen,1
nm0444571,Bob Keen,3
nm0104481,Joshua Brand,1
nm0750857,Josef Rusnak,6
nm0872538,Nik Triantafyllidis,2
nm0928691,Gavin Wilding,5
nm0576491,Rajiv Mehra,3
nm0890060,Ram Gopal Varma,45
nm0864263,Douglas Tirola,1
nm0206695,Daying Ye,2
nm0353673,Paul Haggis,5
nm0899364,Clement Virgo,5
nm0039744,Shahram Assadi,1
nm0436712,Albert Hanan Kaminski,4
nm0614025,Atsushi Muroga,3
nm0184937,Brian Cox,2
nm0758541,David Salle,1
nm0130691,Mimmo Calopresti,4
nm0499051,Julius LeFlore,1
nm0700605,Mark Punt,5
nm0595097,Rokuro Mochizuki,2
nm0013830,Wai-Lun Lam,3
nm0151827,Sylvia Chang,6
nm0773108,Martin Schmidt,5
nm0561917,David H. May,1
nm0004365,Fred Williamson,2
nm0344414,Daniel Gruener,3
nm0768597,Louis Saia,4
nm0442345,Rainer Kaufmann,6
nm0277439,Nigel Finch,2
nm0292500,David I. Frazer,1
nm0711551,Kaisa Rastimo,3
nm0504900,Siu-Hung Leung,3
nm0398986,George Huang,2
nm0192090,Rusty Cundieff,3
nm0470921,Dragan Kresoja,5
nm0210333,Helen De Michiel,1
nm0676577,Maria Peters,8
nm0805751,Maciej Slesicki,4
nm0858680,Daniela Thomas,6
nm0001219,Gary Fleder,7
nm0834338,Wesley Strick,1
nm0553937,Raymond Martino,1
nm0296196,Keith Froelich,1
nm0620236,Takashi Nakamura,3
nm0393322,Heddy Honigmann,2
nm0005124,John Lasseter,5
nm0282196,Clive Fleury,2
nm0521551,Eb Lottimer,1
nm0300488,Vibeke Gad,1
nm0166394,Dimitri de Clercq,2
nm0313531,Matthew George,3
nm0147985,Jeff Celentano,7
nm0000473,Diane Keaton,1
nm0092197,Ted A. Bohus,1
nm0405632,Mikael Håfström,10
nm0164885,Malcolm Clarke,2
nm0258586,René Eram,2
nm0001845,Forest Whitaker,3
nm0926211,Preston A. Whitmore II,4
nm0001754,Todd Solondz,7
nm0317440,Maria Giese,1
nm0620290,Desmond Nakano,2
nm0840939,Peter Svatek,2
nm0510233,Jean-Paul Lilienfeld,6
nm0001040,Joan Chen,2
nm0266645,Ao-Hsin Chin,1
nm0372087,Jianjun He,1
nm0743239,Benjamin Ross,3
nm0162668,Daniele Ciprì,5
nm0546510,Franco Maresco,3
nm0955175,Barry Zetlin,2
nm0922520,Robert Jan Westdijk,6
nm0350168,Robert Guédiguian,16
nm0405128,Mikael Ruttkay Hylin,2
nm0724938,Jean-François Richet,9
nm0929581,Roland Willaert,1
nm0733821,Luís Filipe Rocha,4
nm0224739,Lucian S. Diamonde,1
nm0500858,Larry Leker,1
nm0754678,Paul Sabella,2
nm0003289,John Putch,9
nm1027203,Michael Covert,1
nm0686653,Pierre Plante,1
nm0590813,Gilles Mimouni,1
nm0792905,Raam Shetty,1
nm0780530,James Seale,4
nm1883284,Bindu Shukla,1
nm0072001,Rick Bennett,1
nm0389514,David Hogan,2
nm0773603,Julian Schnabel,5
nm0001378,Anjelica Huston,1
nm0531751,Hettie Macdonald,1
nm0221133,Mike de Seve,1
nm1301264,Brian Mulroney,1
nm0438394,Yvette Kaplan,2
nm0325533,Michael Goldenberg,1
nm0259576,Gísli Snær Erlingsson,2
nm1194107,Jeong-il Choi,1
nm1189181,Ki-bong Du,1
nm1196968,Baek-gyeon Yang,1
nm0001714,Campbell Scott,3
nm0209667,Marcus DeLeon,1
nm0089176,Jason Bloom,2
nm2646041,Brian J. Smith,1
nm0270851,Ibolya Fekete,3
nm0027572,Wes Anderson,9
nm0352968,Lucile Hadzihalilovic,3
nm0905154,Lana Wachowski,7
nm0905152,Lilly Wachowski,7
nm0402317,Tom Hunsinger,3
nm0402980,Neil Hunter,3
nm0201976,Sean Dash,1
nm1073965,Jon Sherman,2
nm0629387,Gregor Nicholas,1
nm0659950,Wolfgang Panzer,2
nm0141094,Bob Carruthers,2
nm0574761,David McWhinnie,1
nm0730966,Cynthia Roberts,1
nm0874093,David Trueba,7
nm0798821,Charlotte Silvera,1
nm0178251,Matt Cooper,3
nm0003209,Martin Kunert,2
nm0783751,David Semel,2
nm0806631,Yannis Smaragdis,5
nm0213726,Tom DeCerchio,2
nm0058388,Bartabas,1
nm0120365,Peter Gathings Bunche,2
nm0744922,Lynn Roth,2
nm0513790,Jeff Lipsky,4
nm0242064,Peter Duncan,4
nm0284369,Ari Folman,3
nm0803348,Ori Sivan,1
nm0376301,Eric Hendershot,8
nm0025251,Carmine Amoroso,2
nm0850044,Daniel Taplitz,2
nm0727605,Peter Ringgaard,2
nm0170043,Isabel Coixet,11
nm0023296,Matias Alvarez,1
nm0653083,Fulvio Ottaviano,1
nm0545701,Yvon Marciano,1
nm0004048,Paul Raimondi,1
nm0691194,Tim Pope,1
nm0102929,Reb Braddock,1
nm0024015,Tata Amaral,5
nm0457725,Martin Kitrosser,2
nm0393254,Sang-soo Hong,25
nm0463674,Vincent Kok,10
nm0848992,SABU,14
nm0647718,Lasse Spang Olsen,10
nm0609549,Greg Mottola,5
nm0663881,Nick Parsons,1
nm0098597,Sara Botsford,1
nm0846070,Kristoffer Tabori,2
nm0148187,Nicholas Celozzi,1
nm0755158,Ira Sachs,7
nm0177241,Randall William Cook,1
nm0494558,Didier Le Pêcheur,3
nm0613573,Bernard Murat,1
nm0519509,Jean-Marc Longval,2
nm0817811,Richard Spence,2
nm0323304,Donald F. Glut,3
nm0054077,Paris Barclay,1
nm0298687,Sai Hung Fung,1
nm0321137,Matthew Gissing,1
nm0409007,Malcolm Ingram,2
nm0213329,Tiffanie DeBartolo,1
nm0493256,Joseph Lawson,1
nm0501281,Ella Lemhagen,10
nm6544018,Tabrez Hashmi,2
nm0296731,Benjamin Fry,1
nm0797841,Rolf Silber,1
nm0184323,Bill Couturié,1
nm0909699,John Walsh,2
nm0569790,Douglas McGrath,4
nm0380922,Barry J. Hershey,1
nm0518341,Manuel Lombardero,1
nm0094726,Pascal Bonitzer,7
nm0592914,Helke Misselwitz,1
nm0722493,Michael Ray Rhodes,1
nm0845432,András Sólyom,1
nm0486571,Denis Langlois,3
nm0877078,Yavuz Turgul,8
nm0220895,Juan Carlos Desanzo,4
nm0363326,Robert Harling,1
nm0689411,Sharon Pollack,1
nm0414936,Anders Jacobsson,2
nm0000829,Stuart Baird,3
nm0625789,Tim Blake Nelson,5
nm0508208,Fernando León de Aranoa,7
nm0399655,John Huddles,3
nm0275270,Al Festa,1
nm0062862,Peter Bay,3
nm0047076,Steven Baigelman,1
nm0834201,Susan Streitfeld,1
nm0724037,Cybil Richards,9
nm0671222,Monica Pellizzari,1
nm0410658,Satoshi Isaka,2
nm0046480,Micheal Bafaro,8
nm0004439,Elio Quiroga,3
nm0076965,Michael Berns,1
nm0371852,Annette Haywood-Carter,2
nm0109165,Matthew Bright,3
nm0151617,Tom Chaney,1
nm0451261,Mazhar Khan,1
nm0570995,Jim McKay,4
nm0929186,Rich Wilkes,1
nm0479706,Richard LaBrie,1
nm0665321,Jonas Pate,3
nm0622098,Richard Natale,1
nm0071034,Norma Bengell,1
nm0119725,István Bujtor,1
nm0400486,Bronwen Hughes,4
nm0750275,Björn Runge,5
nm0956537,Ralph Ziman,4
nm0944892,Kevin Yagher,1
nm0031888,Shinji Aoyama,11
nm0661257,Chuck Parello,3
nm0944937,Shinobu Yaguchi,9
nm0787601,Steven Shainberg,4
nm0284194,Maureen Foley,1
nm0254786,David R. Ellis,7
nm0497908,Min-Yong Lee,1
nm0002973,Lev L. Spiro,3
nm0742194,Craig Rosenberg,2
nm0150894,Frankie Chan,2
nm0795511,Kei Shu,2
nm0856124,Eddy Terstall,10
nm0145684,Rick Castro,1
nm0394119,Billy Hopkins,1
nm0366004,Mary Harron,5
nm0306949,Herb Gardner,1
nm0128365,David Caesar,5
nm0328922,Philip Goodhew,2
nm0048741,Mark H. Baker,1
nm0394776,Sherry Hormann,6
nm0378794,Kelli Herd,1
nm0624513,Enza Negroni,1
nm0472259,Caryn Krooth,1
nm0406936,Vibeke Idsøe,4
nm0512862,Caroline Link,7
nm0569334,Robert McGinley,1
nm0668500,John Payson,1
nm0920017,Peter Wellington,3
nm0798788,Scott Silver,2
nm0503497,Jørgen Lerdam,8
nm0107655,Vinko Bresan,6
nm0671105,Gabriel Pelletier,4
nm0408153,Markus Imboden,5
nm0340037,Leslie Greif,3
nm0080220,Sanjay Leela Bhansali,8
nm0778404,Alberto Sciamma,4
nm0188881,Evan Crooke,1
nm0832369,Lynne Stopkewich,2
nm0910644,Martin Walz,2
nm0691339,Ivan Popov,1
nm0102629,F.A. Brabec,4
nm0444096,David Keating,3
nm0245747,Julia Dyer,2
nm0299697,Ivan Fíla,2
nm0846092,Kamal Tabrizi,13
nm0953468,Shemi Zarhin,5
nm0917513,Christjan Wegner,5
nm0140975,Ryan Carroll,1
nm0057284,Shirley Barrett,3
nm0188521,Emma-Kate Croghan,2
nm0894742,Marion Vernoux,7
nm0788094,Peter Shaner,1
nm0754328,Olli Saarela,6
nm0492006,Gabriele Lavia,1
nm0531056,Scott Mabbutt,2
nm0084114,Larry Bishop,1
nm0371462,Gregory C. Haynes,3
nm0943762,David Wyles,1
nm0472495,Lisa Krueger,2
nm0904605,Petr Václav,3
nm0316748,Gwyneth Gibby,1
nm0952360,Jerry Zaks,2
nm0414912,Sarah Jacobson,1
nm0099474,Chris Bould,1
nm0003131,Jon Kroll,1
nm0479373,Wilma Labate,2
nm0633542,Adrian Noble,2
nm0246159,Nana Dzhordzhadze,4
nm0016378,Kevin Alber,1
nm0954500,Petr Zelenka,6
nm0608879,Gustavo Mosquera R.,1
nm0309697,Tony Gatlif,9
nm0909084,Tom Waller,4
nm0259326,Claes Eriksson,1
nm0196211,Carlos da Silva,1
nm0948492,Okihiro Yoneda,2
nm0016203,Alfonso Albacete,7
nm0054221,Miguel Bardem,5
nm0579687,David Menkes,7
nm0449365,Aryan Kaganof,2
nm0772691,Hans-Christian Schmid,7
nm0825973,Michael Steiner,6
nm0907138,Pascal Walder,1
nm0452772,Stephen Kijak,1
nm0561254,Richard Mauro,2
nm0244800,Maciej Dutkiewicz,2
nm0199470,Dang Nhat Minh,3
nm0208544,Marie-Louise Ekman,1
nm0766175,Dennis Satin,1
nm0539354,Robert Malenfant,10
nm0165785,Sue Clayton,1
nm0296325,Carsten Fromberg,1
nm0466892,Andrej Kosak,3
nm0273884,Dean Raphael Ferrandini,1
nm0070822,Terry Benedict,1
nm0851930,Alan Taylor,5
nm0738001,Carlo Rola,2
nm0254120,Doug Ellin,3
nm0135724,Antonio Capuano,4
